In/H1,H1/H2,H2/Out,Graph
-0.83782816,-0.31357193,,
-0.42460716,-0.52715063,,
0.8914739,-0.3872913,,
-0.14157288,-0.48793972,,
-0.088710666,0.9525877,,
-0.92289436,0.7147429,,
0.8876316,0.3392787,,
1.0,-0.11747348,,
-0.13881904,-0.0129419565,,
0.17123796,-0.7826975,,
1.0,0.7652958,,
-0.36682323,0.25220802,,
-0.81935084,-0.3001147,,
-0.044017285,0.1951389,,
-0.92614686,0.58909035,,
-0.23374331,-0.9635316,,
0.21441066,0.47046232,,
-0.9463514,-0.3328521,,
-0.96895087,-0.20819986,,
-0.039544642,-0.232324,,
-1.0,-0.20660698,,
0.12689465,-0.5597048,,
0.073040426,0.81367385,,
0.7405505,-0.15782219,,
-0.38769758,0.50644946,,
0.29387653,-0.40802872,,
-0.851226,0.8891463,,
-0.91835827,-0.74686694,,
0.32102644,-0.74863213,,
-0.7283591,0.7209636,,
-0.31708717,-0.3445512,,
-0.710646,0.06988294,,
0.8292706,-0.88769937,,
-0.12033725,0.41204554,,
0.6273297,0.39040816,,
0.83205354,-0.20285249,,
-0.1013547,0.48555264,,
0.29920912,0.897733,,
0.71445423,-0.6504255,,
-0.58496916,0.038428545,,
-0.32591653,0.5890756,,
0.36416686,0.86984676,,
0.7887539,0.41739202,,
-0.7995726,0.61449975,,
-0.6616616,-0.720618,,
-0.6326976,-0.65448964,,
-0.7068071,0.68468654,,
-0.5980834,0.47761106,,
-0.5063354,0.08324539,,
-0.91479886,-0.52059406,,
1.0,-0.5494941,,
-0.016776681,0.94601756,,
-0.12815723,-0.81374145,,
0.11013472,-0.30778784,,
-0.2042737,-0.001985386,,
-0.57241106,-0.10866709,,
0.20172754,-0.4135985,,
0.17332709,-0.32230106,,
0.46523076,-0.3756258,,
-0.7853848,-0.083121896,,
-0.45428127,1.0,,
0.27866054,-0.267053,,
0.55208427,-0.5278511,,
0.03216037,-0.6939837,,
0.021135688,0.79562855,,
-0.9179579,-0.5287975,,
-0.7938831,0.75908446,,
-0.26499033,0.34188724,,
-0.097418666,0.62756175,,
-0.08612573,-1.0,,
-1.0,-0.12180676,,
-0.5856035,0.62352777,,
0.5098493,-0.13569564,,
0.17705336,-0.9155273,,
0.8202019,0.76290226,,
0.5722617,-0.43876195,,
-0.21887815,0.39674076,,
-0.8099525,-0.6052486,,
0.77899563,-0.2182506,,
1.0,0.62407625,,
-0.14996892,-0.57416975,,
0.79115826,0.8480216,,
0.82191,0.095363736,,
-0.4242377,0.54987913,,
0.62964755,0.7530509,,
0.5119401,-0.38816908,,
0.34652466,-0.43565223,,
-0.9746274,-0.22055751,,
0.5632446,-0.20977409,,
-0.27517143,0.8103857,,
0.9881443,0.72713304,,
0.52570444,0.110209346,,
-0.575014,0.901694,,
-0.52039677,0.10974356,,
0.747137,0.46467435,,
0.26844227,-0.28488356,,
0.6414721,0.23699343,,
0.54710716,-0.8804788,,
-0.23753956,-0.13583596,,
-0.6009681,-0.46771294,,
-0.7954302,-0.07467386,,
-0.3173108,-0.32900417,,
1.0,-1.0,,
1.0,-0.2391453,,
-1.0,0.6361475,,
0.8320204,-0.22969031,,
0.93092656,-0.3431598,,
-0.4829864,0.35085914,,
-0.14220466,-0.99682164,,
-0.1688958,-0.28583542,,
-0.43285388,-0.21816221,,
0.80049086,-0.5563636,,
0.40049982,0.37504056,,
-0.40331975,-0.68648565,,
-0.7590786,-0.835858,,
-0.17763472,0.16041017,,
0.7747453,0.4859246,,
0.43957984,0.23763779,,
-0.40563077,-0.8158479,,
1.0,-0.86620855,,
0.16020018,0.5645886,,
-0.014018714,-0.68871635,,
0.3408088,-0.9319786,,
0.42811888,-0.31588626,,
0.5092937,1.0,,
0.15634534,-0.72395086,,
1.0,0.5685752,,
-0.64022803,0.8809676,,
-0.967959,0.42482367,,
0.24640703,0.5198488,,
-0.23335314,0.31857395,,
-0.7629327,0.43354934,,
0.944788,-0.7723888,,
0.04199922,-0.09431633,,
0.21347964,0.14610803,,
0.2114644,0.40513438,,
-0.024532378,0.5393152,,
-0.035721064,-0.804726,,
0.6254006,0.46250418,,
-0.4130664,0.36615908,,
0.50167817,-0.5201793,,
0.3133952,0.47277603,,
0.4812547,-0.22358885,,
-0.45764714,-0.8705131,,
-0.80761755,0.96080434,,
-0.98646426,0.48038566,,
-0.71973884,0.47168398,,
1.0,0.33432418,,
-0.63935375,-0.70448816,,
-0.30199954,-0.59440166,,
-1.0,-1.0,,
0.39619774,-0.8172488,,
-0.47612512,0.733012,,
-0.93236184,-0.90010333,,
-0.17787611,0.16042268,,
-0.7469194,0.9748416,,
0.5654497,-0.90022933,,
0.30090296,0.5479132,,
-0.4313352,0.8899554,,
-0.7735553,-0.44166994,,
-0.04593706,0.7746345,,
0.39048135,0.292582,,
0.091787815,-0.2343421,,
0.017484859,-0.98174304,,
-0.85459685,-0.85949385,,
0.2421805,-0.5009484,,
-0.068647146,1.0,,
0.31288016,-0.784672,,
1.0,0.60149443,,
-0.42096102,0.055898063,,
1.0,0.4639929,,
0.61665064,0.49194747,,
0.06383443,-0.53819096,,
0.05833,-0.2845028,,
-0.3243907,-0.085775375,,
-0.77911675,-0.5904089,,
0.5937488,-0.4286121,,
-0.301131,0.5529255,,
-0.76118016,-0.7148208,,
0.41767883,-0.8070899,,
-0.041024372,0.74228084,,
0.9336927,0.5212273,,
-0.24636671,0.49791336,,
0.18702263,-0.27019963,,
-0.94511557,0.6059401,,
-0.30146298,-0.3345645,,
-0.4904262,0.020048618,,
0.28800502,0.33493912,,
-0.22605067,-0.15949416,,
-0.5243615,0.7029054,,
-0.6036595,,,
-0.9328679,,,
0.031377636,,,
-0.27120844,,,
0.24102092,,,
-0.10267773,,,
-0.9551596,,,
1.0,,,
0.0054627657,,,
-0.35479802,,,
0.16904783,,,
0.43688396,,,
-0.5954174,,,
0.5849395,,,
0.37328684,,,
0.9556012,,,
0.39369106,,,
-0.4254692,,,
0.24657929,,,
0.8294766,,,
-0.6139414,,,
0.32888108,,,
-0.49248004,,,
0.6947155,,,
-0.9257502,,,
0.68104637,,,
-0.78306854,,,
-0.686329,,,
0.8470715,,,
0.812801,,,
0.22435933,,,
-0.49267724,,,
-0.103928804,,,
0.81893253,,,
-0.12202673,,,
-0.32865226,,,
-0.35939285,,,
0.59789765,,,
0.9767399,,,
-0.6079314,,,
0.026625872,,,
-0.60760254,,,
-0.32296288,,,
0.40394473,,,
0.34359372,,,
0.042173177,,,
0.7015344,,,
-0.25433704,,,
-0.23870713,,,
0.20644057,,,
-0.9188125,,,
0.838652,,,
0.118826866,,,
-0.002935648,,,
-0.09501664,,,
-0.97710013,,,
-0.21817577,,,
0.5056505,,,
0.42067662,,,
0.60925853,,,
-0.0848268,,,
0.38512182,,,
-0.17875475,,,
0.4106726,,,
-0.07618368,,,
0.7678424,,,
0.48609856,,,
0.7294349,,,
-1.0,,,
-0.48102248,,,
-0.09811784,,,
0.68242157,,,
-0.18190944,,,
-0.71653247,,,
-0.66496515,,,
-0.18053713,,,
-0.8689171,,,
0.6653869,,,
0.94851553,,,
-0.39332518,,,
-0.14601696,,,
0.9956116,,,
-0.7488297,,,
0.30569836,,,
-0.8203043,,,
-0.80980533,,,
-0.39384782,,,
0.36856997,,,
0.9231609,,,
-0.48172545,,,
0.03505661,,,
0.9323704,,,
-0.29078442,,,
-0.13660121,,,
0.6037973,,,
0.49279237,,,
-1.0,,,
-0.5878148,,,
0.06376277,,,
-0.14586473,,,
-0.17702162,,,
0.0025226623,,,
0.101385795,,,
-0.120738745,,,
0.76933837,,,
0.8133494,,,
-0.45056188,,,
-0.3323059,,,
