In/H1,H1/H2,H2/Out,Graph
-0.6498567,-0.9026855,,
0.9786236,0.88707876,,
-0.25635302,-0.043684483,,
-0.6994695,1.0,,
-0.78191894,0.913769,,
-0.44930616,-0.4931519,,
-0.554426,-0.043096542,,
-0.8857498,-0.685037,,
-0.02181983,0.041181087,,
0.39747816,0.9042022,,
0.073400706,0.56490004,,
-0.8767067,-0.73620343,,
-0.941705,0.9954183,,
-0.017708302,0.8505802,,
0.42196453,0.039573938,,
-0.642077,-0.60771525,,
-0.7836596,0.23714972,,
-0.28038335,-0.31791055,,
0.2733506,0.31519604,,
0.99207735,0.5752841,,
-0.6431519,0.14703178,,
-0.9416212,-0.075048685,,
-0.25851,-0.51996005,,
-0.8332185,0.552156,,
0.081049666,0.7720629,,
0.4685145,-0.43317688,,
0.10011825,-0.44250026,,
-0.009693146,0.91298246,,
0.7327732,-0.88427204,,
0.99920535,-0.32415137,,
-0.20382178,-0.56826794,,
-0.5464086,0.2606285,,
0.6490311,,,
-0.37942338,,,
-0.59185433,,,
0.14703095,,,
0.44384658,,,
0.3104216,,,
0.061485976,,,
0.554618,,,
-0.94192743,,,
0.70054597,,,
0.38305306,,,
-0.6396979,,,
-0.2163055,,,
-0.81465113,,,
0.91435647,,,
-0.43383372,,,
0.12588939,,,
-0.99582756,,,
0.4786657,,,
0.118377216,,,
-0.8290584,,,
0.22281122,,,
-0.35791123,,,
-0.9643322,,,
-0.48434293,,,
0.57946575,,,
-0.7526885,,,
-0.7264241,,,
0.35855496,,,
0.11863291,,,
-0.30204272,,,
0.7602664,,,
-0.48505688,,,
-0.7575729,,,
-0.10288751,,,
0.13278985,,,
-0.3293374,,,
0.18291247,,,
-0.65401185,,,
0.8597038,,,
0.9672731,,,
0.8322769,,,
0.12766433,,,
-0.7646986,,,
-0.62516624,,,
-0.9177811,,,
-0.39577115,,,
0.197608,,,
-0.94110894,,,
-0.5337525,,,
0.387537,,,
0.43184364,,,
0.60297686,,,
-0.965327,,,
-0.43399352,,,
0.8823608,,,
0.75666165,,,
-0.9260226,,,
-0.7745104,,,
0.9520165,,,
-0.4749527,,,
-0.7389761,,,
-0.53511465,,,
-0.80269074,,,
-0.47176746,,,
0.5665736,,,
-0.39309877,,,
-0.7369361,,,
-0.5958252,,,
0.86041456,,,
-0.927871,,,
0.6491456,,,
0.9167893,,,
0.37266976,,,
-0.28711337,,,
0.73954856,,,
-0.1592198,,,
0.76232016,,,
-0.43211687,,,
-0.40929478,,,
0.83093715,,,
-0.708377,,,
0.32443115,,,
-0.7704593,,,
-0.031644795,,,
0.68123305,,,
-0.04528916,,,
0.27723622,,,
-0.5931517,,,
-0.35267627,,,
0.6460856,,,
-0.54625833,,,
-0.11514926,,,
0.5313932,,,
-0.257533,,,
1.0,,,
-0.70594335,,,
0.37426782,,,
0.6212337,,,
1.0,,,
0.29264688,,,
0.8109811,,,
0.35968912,,,
0.90073526,,,
-0.6099193,,,
-0.09109151,,,
-0.79064333,,,
0.31056762,,,
